lookback,exit_lookback,atr_stop_mult,Sharpe Ratio
20,7,1.5,1.1319629835257095
20,7,2.0,1.1319629835257095
20,7,2.5,1.1319629835257095
20,7,3.0,1.1319629835257095
20,9,1.0,1.147220671395889
20,9,1.5,1.147220671395889
20,9,2.0,1.147220671395889
20,9,2.5,1.147220671395889
20,9,3.0,1.147220671395889
20,11,1.0,1.035807029459298
20,11,1.5,1.035807029459298
20,11,2.0,1.035807029459298
20,11,2.5,1.035807029459298
20,11,3.0,1.035807029459298
20,13,1.0,0.9202670267541597
20,13,1.5,0.9202670267541597
20,13,2.0,0.9202670267541597
20,13,2.5,0.9202670267541597
20,13,3.0,0.9202670267541597
20,15,1.0,0.9389087086616791
20,15,1.5,0.9389087086616791
20,15,2.0,0.9389087086616791
20,15,2.5,0.9389087086616791
20,15,3.0,0.9389087086616791
20,17,1.0,0.925919193405942
20,17,1.5,0.925919193405942
20,17,2.0,0.925919193405942
20,17,2.5,0.925919193405942
20,17,3.0,0.925919193405942
20,19,1.0,0.9055284216404129
20,19,1.5,0.9055284216404129
20,19,2.0,0.9055284216404129
20,19,2.5,0.9055284216404129
20,19,3.0,0.9055284216404129
25,3,1.0,1.0521323309727661
25,3,1.5,1.0521323309727661
25,3,2.0,1.0521323309727661
25,3,2.5,1.0521323309727661
25,3,3.0,1.0521323309727661
25,5,1.0,1.0929250540445419
25,5,1.5,1.0929250540445419
25,5,2.0,1.0929250540445419
25,5,2.5,1.0929250540445419
25,5,3.0,1.0929250540445419
25,7,1.0,1.1192120497146612
25,7,1.5,1.1192120497146612
25,7,2.0,1.1192120497146612
25,7,2.5,1.1192120497146612
25,7,3.0,1.1192120497146612
25,9,1.0,1.1111484630084112
25,9,1.5,1.1111484630084112
25,9,2.0,1.1111484630084112
25,9,2.5,1.1111484630084112
25,9,3.0,1.1111484630084112
25,11,1.0,1.0572673314161019
25,11,1.5,1.0572673314161019
25,11,2.0,1.0572673314161019
25,11,2.5,1.0572673314161019
25,11,3.0,1.0572673314161019
25,13,1.0,0.9711154124444416
25,13,1.5,0.9711154124444416
25,13,2.0,0.9711154124444416
25,13,2.5,0.9711154124444416
25,13,3.0,0.9711154124444416
25,15,1.0,1.0399721720159452
25,15,1.5,1.0399721720159452
25,15,2.0,1.0399721720159452
25,15,2.5,1.0399721720159452
25,15,3.0,1.0399721720159452
25,17,1.0,1.0266985506661215
25,17,1.5,1.0266985506661215
25,17,2.0,1.0266985506661215
25,17,2.5,1.0266985506661215
25,17,3.0,1.0266985506661215
25,19,1.0,1.0063694994697492
25,19,1.5,1.0063694994697492
25,19,2.0,1.0063694994697492
25,19,2.5,1.0063694994697492
25,19,3.0,1.0063694994697492
25,21,1.0,0.9755283030117464
25,21,1.5,0.9755283030117464
25,21,2.0,0.9755283030117464
25,21,2.5,0.9755283030117464
25,21,3.0,0.9755283030117464
25,23,1.0,1.0137624104199083
25,23,1.5,1.0137624104199083
25,23,2.0,1.0137624104199083
25,23,2.5,1.0137624104199083
25,23,3.0,1.0137624104199083
30,3,1.0,1.0458548062151642
30,3,1.5,1.0458548062151642
30,3,2.0,1.0458548062151642
30,3,2.5,1.0458548062151642
30,3,3.0,1.0458548062151642
30,5,1.0,1.0866752105530555
30,5,1.5,1.0866752105530555
30,5,2.0,1.0866752105530555
30,5,2.5,1.0866752105530555
30,5,3.0,1.0866752105530555
30,7,1.0,1.1130462807052526
30,7,1.5,1.1130462807052526
30,7,2.0,1.1130462807052526
30,7,2.5,1.1130462807052526
30,7,3.0,1.1130462807052526
30,9,1.0,1.1049882274403928
30,9,1.5,1.1049882274403928
30,9,2.0,1.1049882274403928
30,9,2.5,1.1049882274403928
30,9,3.0,1.1049882274403928
30,11,1.0,1.0512262614883785
30,11,1.5,1.0512262614883785
30,11,2.0,1.0512262614883785
