lookback,exit_lookback,atr_stop_mult,score
70,7,1.0,1.4889856721357135
70,7,1.5,1.4889856721357135
70,7,2.0,1.4889856721357135
70,7,2.5,1.4889856721357135
70,7,3.0,1.4889856721357135
70,9,1.0,1.4165053681145305
70,9,1.5,1.4165053681145305
70,9,2.0,1.4165053681145305
70,9,2.5,1.4165053681145305
70,9,3.0,1.4165053681145305
70,11,1.0,1.4046698251934522
70,11,1.5,1.4046698251934522
70,11,2.0,1.4046698251934522
70,11,2.5,1.4046698251934522
70,11,3.0,1.4046698251934522
70,13,1.0,1.4120214458911948
70,13,1.5,1.4120214458911948
70,13,2.0,1.4120214458911948
70,13,2.5,1.4120214458911948
70,13,3.0,1.4120214458911948
70,15,1.0,-1.0
70,15,1.5,-1.0
70,15,2.0,-1.0
70,15,2.5,-1.0
70,15,3.0,-1.0
70,17,1.0,-1.0
70,17,1.5,-1.0
70,17,2.0,-1.0
70,17,2.5,-1.0
70,17,3.0,-1.0
70,19,1.0,-1.0
70,19,1.5,-1.0
70,19,2.0,-1.0
70,19,2.5,-1.0
70,19,3.0,-1.0
70,21,1.0,-1.0
70,21,1.5,-1.0
70,21,2.0,-1.0
70,21,2.5,-1.0
70,21,3.0,-1.0
70,23,1.0,-1.0
70,23,1.5,-1.0
70,23,2.0,-1.0
70,23,2.5,-1.0
70,23,3.0,-1.0
70,25,1.0,-1.0
70,25,1.5,-1.0
70,25,2.0,-1.0
70,25,2.5,-1.0
70,25,3.0,-1.0
75,3,1.0,2.292209139375743
75,3,1.5,2.292209139375743
75,3,2.0,2.292209139375743
75,3,2.5,2.292209139375743
75,3,3.0,2.292209139375743
75,5,1.0,2.05965507245728
75,5,1.5,2.05965507245728
75,5,2.0,2.05965507245728
75,5,2.5,2.05965507245728
75,5,3.0,2.05965507245728
75,7,1.0,2.585704837967606
75,7,1.5,2.585704837967606
75,7,2.0,2.585704837967606
75,7,2.5,2.585704837967606
75,7,3.0,2.585704837967606
75,9,1.0,2.399603863861363
75,9,1.5,2.399603863861363
75,9,2.0,2.399603863861363
75,9,2.5,2.399603863861363
75,9,3.0,2.399603863861363
75,11,1.0,2.349362247603378
75,11,1.5,2.349362247603378
75,11,2.0,2.349362247603378
75,11,2.5,2.349362247603378
75,11,3.0,2.349362247603378
75,13,1.0,2.368451678403384
75,13,1.5,2.368451678403384
75,13,2.0,2.368451678403384
75,13,2.5,2.368451678403384
75,13,3.0,2.368451678403384
75,15,1.0,-1.0
75,15,1.5,-1.0
75,15,2.0,-1.0
75,15,2.5,-1.0
75,15,3.0,-1.0
75,17,1.0,-1.0
75,17,1.5,-1.0
75,17,2.0,-1.0
75,17,2.5,-1.0
75,17,3.0,-1.0
75,19,1.0,-1.0
75,19,1.5,-1.0
75,19,2.0,-1.0
75,19,2.5,-1.0
75,19,3.0,-1.0
75,21,1.0,-1.0
75,21,1.5,-1.0
75,21,2.0,-1.0
75,21,2.5,-1.0
75,21,3.0,-1.0
75,23,1.0,-1.0
75,23,1.5,-1.0
75,23,2.0,-1.0
75,23,2.5,-1.0
75,23,3.0,-1.0
75,25,1.0,-1.0
75,25,1.5,-1.0
75,25,2.0,-1.0
75,25,2.5,-1.0
75,25,3.0,-1.0
